name,jibun_Address,road_Address,postcode
부추삼겹살,대전 서구 변동 24-68 진영빌라,"대전 서구 동서대로1064번길 85(변동, 진영빌라)",35321
톰스톤식당,대전 서구 탄방동 981,대전 서구 문정로122번길 13(탄방동),35256
풍경회카페,대전 서구 탄방동 981,대전 서구 문정로122번길 13(탄방동),35256
놀부식당,대전 서구 둔산동 1976,대전 서구 둔산로218번길 15(둔산동),35250
원어참치,대전 서구 갈마동 406-23,대전 서구 갈마로117번길 39(갈마동),35273
엄마손김밥식당,대전 서구 탄방동 698,대전 서구 계룡로553번안길 17(탄방동),35262
수채화,대전 서구 도마동 88-17,대전 서구 도마6길 72(도마동),35331
쿡가,대전 서구 만년동 257,대전 서구 만년남로11번길 9(만년동),35200
롤링파스타 대전타임월드점,대전 서구 둔산동 989,대전 서구 대덕대로217번길 32(둔산동),35229
감성까망돼지,대전 서구 탄방동 1185,대전 서구 남선로59번길 22(탄방동),35252
공주식당,대전 서구 월평동 238,대전 서구 월평북로 87(월평동),35213
신수원숯불갈비식당,대전 서구 도마동 180-12,대전 서구 도산로 15(도마동),35401
미소본가스마일칼국수,대전 서구 월평동 282-3,대전 서구 청사로 128(월평동),35220
테이스티브라운(TASTY BROWN),대전 서구 변동 33-26,대전 서구 변동로 69-3(변동),35317
안골식당,대전 서구 변동 79-5,대전 서구 변동중로45번길 9(변동),35327
한판집,대전 서구 만년동 151,대전 서구 만년남로3번길 52(만년동),35200
대패1번지,대전 서구 월평동 904,대전 서구 월평중로13번길 22(월평동),35225
강가네닭도리탕,대전 서구 괴정동 6-6,대전 서구 용문로 25(괴정동),35269
계동치킨,대전 서구 갈마동 393-4,대전 서구 갈마로 86(갈마동),35281
제크후라이드치킨관저구봉점,대전 서구 관저동 1144-1,대전 서구 관저로 46(관저동),35374
유성할매가마솥순대,대전 서구 월평동 232,대전 서구 청사서로 54(월평동),35213
교촌치킨만년점,대전 서구 만년동 316 만년스퀘어,대전 서구 만년로67번길 34-26(만년동),35203
섬마을홍어아가씨,대전 서구 가장동 36-15,대전 서구 동서대로 1119(가장동),35310
장수농장,대전 서구 둔산동 1436,대전 서구 둔산중로32번길 25(둔산동),35241
엠,대전 서구 갈마동 832,대전 서구 갈마역로 13-1(갈마동),35231
진성아구찜,대전 서구 관저동 1024,대전 서구 관저로121번길 22(관저동),35378
닭한마리칼국수,대전 서구 괴정동 6-5,대전 서구 도솔로 373(괴정동),35269
강릉식당,대전 서구 용문동 278-20,대전 서구 괴정로 167(용문동),35302
개나리,대전 서구 탄방동 621,대전 서구 계룡로509번길 49(탄방동),35261
백두산활어회,대전 서구 월평동 223 무궁화아파트,"대전 서구 청사서로 70(월평동, 무궁화아파트)",35213
냄비웰빙콩나물국밥,대전 서구 도마동 97-3,대전 서구 조달청길 104(도마동),35331
남미 식당,대전 서구 변동 34-8,대전 서구 변동로 81(변동),35317
삼천하이포크식당,대전 서구 둔산동 1895,대전 서구 문정로170번길 7-5(둔산동),35250
대왕식당,대전 서구 도마동 172-8,대전 서구 제비네4길 21(도마동),35335
우리삼겹,대전 서구 괴정동 423-4 대전오렌지타운,대전 서구 계룡로 616(괴정동),35299
갑돌갈비,대전 서구 둔산동 1978,대전 서구 문정로170번길 177(둔산동),35250
대성관,대전 서구 관저동 1081,대전 서구 관저중로80번길 19(관저동),35378
서가네순대식당,대전 서구 도마동 133-20,대전 서구 도화공원길 33(도마동),35332
팔팔회마차,대전 서구 오동 216-2,대전 서구 벌곡로 214(오동),35424
바다회수산,대전 서구 둔산동 1230,대전 서구 계룡로491번길 56(둔산동),35235
참새와방아깐,대전 서구 둔산동 1829,대전 서구 문정로170번길 194(둔산동),35250
60계 대전월평점,대전 서구 월평동 293,대전 서구 청사서로 16(월평동),35220
짱이야분식,대전 서구 월평동 1014,대전 서구 월평로 34(월평동),35225
둔산맥가,대전 서구 둔산동 1930,대전 서구 문정로170번길 197(둔산동),35250
정든식당,대전 서구 갈마동 1129-1,대전 서구 대덕대로 139(갈마동),35272
투다리정림점,대전 서구 정림동 677,대전 서구 정림로 10(정림동),35399
양지식당,대전 서구 용문동 263-28,대전 서구 도산로 350-1(용문동),35302
문순네놀이터,대전 서구 둔산동 1978,대전 서구 문정로170번길 177(둔산동),35250
수상한밥상,대전 서구 월평동 631,대전 서구 월평중로24번길 34(월평동),35223
춘희네양푼이동태찌개,대전 서구 월평동 1400,대전 서구 월평새뜸로4번길 9(월평동),35226
시루향기콩나물국밥월평점,대전 서구 월평동 1229,대전 서구 계룡로251번길 8(월평동),35226
항아리보쌈,대전 서구 둔산동 1092,대전 서구 둔산로 4(둔산동),35230
시골영양탕,대전 서구 용문동 260-34,대전 서구 계룡로662번길 40-2(용문동),35303
카페모리,대전 서구 월평동 846,대전 서구 월평중로 8(월평동),35224
밥한톨,대전 서구 갈마동 857,대전 서구 갈마역로25번길 17-11(갈마동),35231
양촌추어탕,대전 서구 둔산동 1393 청우빌딩,대전 서구 둔산중로78번길 36(둔산동),35240
쉐프부대찌개,대전 서구 월평동 234,대전 서구 월평북로 79(월평동),35213
명가,대전 서구 둔산동 997,대전 서구 둔산로31번길 61(둔산동),35229
버드네식당,대전 서구 도마동 134-112,대전 서구 도마시장1길 96(도마동),35332
자유대반점,대전 서구 둔산동 1481,대전 서구 둔산로137번길 28(둔산동),35240
백소정 대전둔산점,대전 서구 둔산동 1481,대전 서구 둔산로137번길 28(둔산동),35240
장인닭발,대전 서구 정림동 586,대전 서구 정림동로5번길 31(정림동),35396
은희네포차,대전 서구 변동 49-14,대전 서구 도산로 190 (변동),35316
그옛날보리고개,대전 서구 정림동 162-19,대전 서구 정림동로 14 (정림동),35396
굴세상둔산점,대전 서구 둔산동 1213,대전 서구 둔산로74번길 35 (둔산동),35234
양씨족보,대전 서구 갈마동 830,대전 서구 갈마역로 17 (갈마동),35231
밀레스넥,대전 서구 탄방동 689,"대전 서구 계룡로571번길 65 (탄방동, 산호아파트)",35262
암스테르담식당,대전 서구 장안동 287-1,대전 서구 장안로 354 (장안동),35428
대성해장국,대전 서구 갈마동 377-37,대전 서구 신갈마로141번길 6 (갈마동),35277
카페리조트인더씨티,대전 서구 탄방동 596,대전 서구 문정로 38 (탄방동),35261
신촌설렁탕,대전 서구 만년동 291,대전 서구 대덕대로 390 (만년동),35203
소문난집,대전 서구 둔산동 1936,대전 서구 둔산남로179번길 15 (둔산동),35250
요산요수,대전 서구 용문동 592-5,대전 서구 도산로369번길 17 (용문동),35300
구들마루,대전 서구 정림동 570,대전 서구 정림로65번길 32-10 (정림동),35393
괴정동공주칼국수 딜리버리,대전 서구 괴정동 48-16,대전 서구 용문로 32 (괴정동),35298
금강식당,대전 서구 둔산동 1210,대전 서구 둔산로74번길 27 (둔산동),35234
장바우,대전 서구 만년동 261,대전 서구 만년남로3번길 10 (만년동),35200
정성생고깃간,대전 서구 둔산동 1436,대전 서구 둔산중로32번길 25 (둔산동),35241
이대감왕족발보쌈,대전 서구 갈마동 1369,대전 서구 갈마로147번길 74 (갈마동),35266
낙원식당,대전 서구 흑석동 1000,대전 서구 금평5길 11 (흑석동),35426
만다린식당,대전 서구 둔산동 1009,"대전 서구 둔산로31번길 32 (둔산동, 우정빌딩)",35229
대육정육식당,대전 서구 용문동 221-1,대전 서구 도산로452번길 38 (용문동),35309
수궁식당,대전 서구 탄방동 693,대전 서구 계룡로553번안길 29 (탄방동),35262
제주포크,대전 서구 갈마동 379-12,대전 서구 신갈마로 142-4 (갈마동),35281
황태칼국수,대전 서구 정림동 665,대전 서구 정림로10번길 15-22 (정림동),35399
오리마당,대전 서구 탄방동 71-9,대전 서구 도산로 423-1(탄방동),35257
기장꼼장어,대전 서구 월평동 228,대전 서구 대덕대로335번길 27 (월평동),35213
띠울참숯석갈비,대전 서구 도마동 312-198,대전 서구 계백로 1353 (도마동),35340
정연식당,대전 서구 탄방동 1239,대전 서구 둔산남로180번길 16 (탄방동),35252
채반,대전 서구 둔산동 1480,대전 서구 둔산로137번길 32 (둔산동),35240
청춘꼬치,대전 서구 갈마동 1078,대전 서구 갈마중로 48-1 (갈마동),35272
투다리,대전 서구 둔산동 2032,대전 서구 문정로170번길 151 (둔산동),35250
청정임실치즈피자마법떡볶이앤불닭발,대전 서구 도마동 106-12,대전 서구 사마6길 31 (도마동),35334
돼지깡장,대전 서구 둔산동 1370,"대전 서구 대덕대로 248 (둔산동, 넥서스밸리)",35233
태영생막창,대전 서구 탄방동 983,대전 서구 탄방로7번길 54 (탄방동),35256
새마을식당,대전 서구 갈마동 829,대전 서구 갈마역로 17-1 (갈마동),35231
만년복집,대전 서구 월평동 241,대전 서구 월평북로 95 (월평동),35213
투다리,대전 서구 도마동 119-2,대전 서구 도솔로 55 (도마동),35338
싱글벙글,대전 서구 둔산동 923,"대전 서구 둔산중로134번길 21 (둔산동, 만금프라자)",35209
유쾌한우,대전 서구 월평동 1018,대전 서구 월평로 28 (월평동),35225
동키치킨,대전 서구 둔산동 1856,대전 서구 문정로170번길 150 (둔산동),35250
제일막곱창,대전 서구 도마동 127-4,대전 서구 도산로 95 (도마동),35334
명품대패삼겹살,대전 서구 변동 7-8,대전 서구 동서대로 1106 (변동),35318
구봉촌,대전 서구 관저동 1059,대전 서구 관저로129번길 28-9 (관저동),35378
학교법인건양학원장례식장식당,대전 서구 관저동 1643,"대전 서구 관저동로 158 (관저동, 건양대학교병원)",35365
보람식당,대전 서구 괴정동 427-21,대전 서구 용문로 53-1 (괴정동),35299
비에프푸드,대전 서구 가수원동 777-18,대전 서구 가수원로65번길 7 (가수원동),35390
조마루감자탕,대전 서구 둔산동 1272,대전 서구 둔산로 67 (둔산동),35233
도마집,대전 서구 도마동 172-14,대전 서구 도산로 57 (도마동),35335
홍능갈비찜,대전 서구 변동 62-2,대전 서구 도산로 170 (변동),35316
도솔산웰빙보리밥집,대전 서구 도마동 16-49,대전 서구 변동중로 8 (도마동),35328
그날식당,대전 서구 관저동 1019,대전 서구 관저중로 88 (관저동),35378
국민통닭,대전 서구 가수원동 767-2,대전 서구 계백로 1166-18 (가수원동),35387
설악,대전 서구 만년동 385,대전 서구 둔산대로117번길 56 (만년동),35203
맛나생돌구이식당,대전 서구 갈마동 363-15,대전 서구 신갈마로 156-5 (갈마동),35277
카리브호프레스토랑,대전 서구 관저동 1031,대전 서구 관저중로84번길 9-15 (관저동),35378
불에마을,대전 서구 괴정동 423-19,대전 서구 용문로 41-88 (괴정동),35299
왕대만선,대전 서구 만년동 272,대전 서구 만년남로3번길 15 (만년동),35200
수북집,대전 서구 용문동 589-16,대전 서구 계룡로 634-1 용문동1층수북집,35300
해변으로가요횟집,대전 서구 탄방동 849,대전 서구 탄방로7번길 31 (탄방동),35256
투다리,대전 서구 둔산동 1236,대전 서구 계룡로491번길 24 (둔산동),35235
설천순대국밥,대전 서구 둔산동 1353,대전 서구 둔산로51번길 66 (둔산동),35233
30년전통옛날손칼국수,대전 서구 갈마동 261-6,대전 서구 월평중로4번길 82 (갈마동),35224
레버린스,대전 서구 둔산동 1832,대전 서구 문정로170번길 200 (둔산동),35250
계동치킨,대전 서구 관저동 1031,대전 서구 관저중로84번길 9-15 (관저동),35378
운하정,대전 서구 관저동 1040,대전 서구 관저중로84번길 9-12 (관저동),35378
부부식당,대전 서구 도마동 330-24,대전 서구 배재로91번길 38-3 (도마동),35347
청녀식당,대전 서구 도마동 330-22,대전 서구 배재로91번길 42 (도마동),35347
정림돌구이,대전 서구 정림동 197-17,대전 서구 정림로24번길 45 (정림동),35396
인동집,대전 서구 갈마동 1135,대전 서구 갈마중로50번길 40 (갈마동),35272
리치빈.자연의향기,대전 서구 둔산동 1961,대전 서구 둔산남로181번길 26 (둔산동),35250
제크후라이드치킨 복수점,대전 서구 복수동 284,대전 서구 오량2길 3 (복수동),35405
가출한돼지,대전 서구 내동 152-10,대전 서구 신갈마로 6 (내동),35284
옥천가,대전 서구 둔산동 1468,대전 서구 둔산중로64번길 32 (둔산동),35240
바다양푼이동태탕,대전 서구 관저동 1080,대전 서구 관저중로80번길 17 (관저동),35378
평양옥본점,대전 서구 만년동 314,대전 서구 만년로67번길 34-10 (만년동),35203
멕시칸치킨,대전 서구 관저동 1148-2,대전 서구 관저서로 52 (관저동),35373
김밥나라청사점,대전 서구 둔산동 923,"대전 서구 둔산중로134번길 21 (둔산동, 만금프라자)",35209
친절한말순씨,대전 서구 만년동 396,"대전 서구 둔산대로 201 (만년동, 평송청소년문화센터)",35204
에이스,대전 서구 둔산동 2133,대전 서구 둔산남로 179 (둔산동),35250
지유식당,대전 서구 둔산동 1477,대전 서구 둔산로137번길 31 (둔산동),35240
본죽정림점,대전 서구 정림동 530,대전 서구 정림로 72-1 (정림동),35394
위아래횟집,대전 서구 도마동 180-34,대전 서구 도산로 1 (도마동),35401
정진식당,대전 서구 월평동 783,대전 서구 계룡로335번길 2 (월평동),35224
찜마을,대전 서구 도마동 122-9,대전 서구 사마1길 73 (도마동),35334
황재코다리냉면,대전 서구 월평동 286-1,대전 서구 한밭대로707번길 19 (월평동),35220
청사초롱,대전 서구 변동 33-9,대전 서구 변동로 75 (변동),35317
사리원면옥,대전 서구 둔산동 968,"대전 서구 둔산로31번길 77 (둔산동, 사리원)",35229
계동치킨.신일구떡볶이,대전 서구 괴정동 130-10,대전 서구 갈마로 168 (괴정동),35287
일당식당,대전 서구 둔산동 1448,대전 서구 둔산중로46번길 22 (둔산동),35241
만년뚱돼지,대전 서구 만년동 236,대전 서구 만년로22번길 28 (만년동),35200
대패촌,대전 서구 둔산동 926,대전 서구 문예로 137 (둔산동),35209
맛청,대전 서구 둔산동 1281,대전 서구 둔산로51번길 16 (둔산동),35233
놀부네남원추어탕,대전 서구 월평동 483,대전 서구 월평로37번길 9 (월평동),35221
누이식당,대전 서구 도마동 61-23,대전 서구 도솔로 102 (도마동),35333
디에이라운지,대전 서구 둔산동 1064,"대전 서구 대덕대로185번길 30 (둔산동, 명성빌딩)",35230
사거리포차,대전 서구 둔산동 1068,대전 서구 둔지로 18 (둔산동),35230
스시린,대전 서구 월평동 226,대전 서구 대덕대로335번길 19 (월평동),35213
설악칡냉면&상하이,대전 서구 관저동 1098,대전 서구 관저중로84번길 14 (관저동),35378
피자2001도마정림점,대전 서구 도마동 50-31,대전 서구 도마로 12-3 (도마동),35337
옛날청진동보리밥본가,대전 서구 월평동 1478,대전 서구 월평새뜸로 12 (월평동),35226
마루푸드,대전 서구 월평동 565,대전 서구 한밭대로596번길 24 (월평동),35223
황태마을,대전 서구 관저동 1099,대전 서구 관저중로84번길 10 (관저동),35378
풍년식당,대전 서구 가장동 36-19,대전 서구 동서대로 1113 (가장동),35310
우명동,대전 서구 탄방동 980,대전 서구 문정로112번안길 23 (탄방동),35256
투다리식당,대전 서구 변동 30-18,대전 서구 변동로 49 (변동),35321
난리버꾸통3000냥하우스,대전 서구 만년동 251,대전 서구 만년남로3번길 18 (만년동),35200
민식이네포차,대전 서구 도마동 114-11,대전 서구 도솔4길 37(도마동),35338
누브네한결축산,대전 서구 갈마동 307-18,대전 서구 신갈마로 200 (갈마동),35276
상하이마라탕,대전 서구 괴정동 423-22,대전 서구 도솔로388번길 8 (괴정동),35299
참바다대게&시골밥상,대전 서구 관저동 1612-7,대전 서구 구봉산북로280번길 10-24 (관저동),35380
자연애뜰,대전 서구 가수원동 785-11,대전 서구 가수원로 48 (가수원동),35389
인생고기,대전 서구 갈마동 833,대전 서구 갈마역로 13 (갈마동),35231
스페이스식당,대전 서구 탄방동 619,대전 서구 계룡로509번길 41 (탄방동),35261
껌뻑밀냉면,대전 서구 도마동 172-34,대전 서구 제비네4길 15 (도마동),35335
까치네 식당,대전 서구 괴정동 114-14,대전 서구 갈마로 191-2 (괴정동),35290
너와마을 식당,대전 서구 둔산동 1477,대전 서구 둔산로137번길 31 (둔산동),35240
장가계,대전 서구 둔산동 1931,대전 서구 둔산남로179번길 31 (둔산동),35250
배터지는생동까스둔산점,대전 서구 둔산동 1939,대전 서구 둔산남로179번길 16 (둔산동),35250
감자탕해장국,대전 서구 둔산동 2004,대전 서구 둔산로230번길 20 (둔산동),35250
우리손칼국수,대전 서구 둔산동 1199,대전 서구 둔산남로9번길 37 (둔산동),35234
꼴통뒷고기,대전 서구 월평동 984,대전 서구 월평중로13번길 35 (월평동),35225
금평식당관저분점,대전 서구 관저동 1056,대전 서구 관저중로96번길 42 (관저동),35378
신선칼국수 식당,대전 서구 관저동 1052,대전 서구 관저중로96번길 30 (관저동),35378
만수향,대전 서구 관저동 999-4,대전 서구 관저북로 18 (관저동),35364
골든벨,대전 서구 월평동 918,대전 서구 월평로 36 (월평동),35225
시골집생태전문,대전 서구 월평동 552,대전 서구 한밭대로592번길 19 (월평동),35223
황금 식당,대전 서구 변동 7-40,대전 서구 중반6길 87 (변동),35318
백년식당,대전 서구 도마동 334-15,대전 서구 배재로 89-1 (도마동),35347
닭도리탕1.0,대전 서구 정림동 622,대전 서구 정림동로7번길 5 (정림동),35396
우두령,대전 서구 둔산동 923,"대전 서구 둔산중로134번길 21 (둔산동, 만금프라자)",35209
보람분식,대전 서구 괴정동 45-14,대전 서구 도솔로357번길 22 (괴정동),35269
건강한한끼,대전 서구 월평동 1483,대전 서구 월평새뜸로 18-1 (월평동),35226
보생옥,대전 서구 둔산동 1439,대전 서구 둔산중로40번길 20 (둔산동),35241
산골막국수,대전 서구 탄방동 686,대전 서구 계룡로571번길 23-7 (탄방동),35262
블루스,대전 서구 탄방동 1182,대전 서구 둔산남로 178 (탄방동),35252
영화식당,대전 서구 정림동 602-1,대전 서구 정림동로5번길 36 (정림동),35396
포차1번지먹새통 롯데점,대전 서구 괴정동 423-29,대전 서구 도솔로 384 (괴정동),35299
요꼬,대전 서구 둔산동 1962,대전 서구 문정로170번길 183 (둔산동),35250
가나안농장식당,대전 서구 갈마동 1419-1,"대전 서구 대덕대로162번길 95 (갈마동, 대명빌딩)",35265
이차돌(괴정롯데점),대전 서구 괴정동 6-3,대전 서구 도솔로 379 (괴정동),35269
종가집,대전 서구 월평동 46,대전 서구 계룡로264번길 101 (월평동),35274
금복집식당,대전 서구 용문동 261-2,대전 서구 도산로370번길 46 (용문동),35303
원조양푼이동태찌개,대전 서구 가수원동 784-5,대전 서구 가수원로 47 (가수원동),35390
인생횟집,대전 서구 만년동 276,대전 서구 만년남로3번길 5 (만년동),35200
또래오래,대전 서구 둔산동 1964,대전 서구 둔산로218번길 20 (둔산동),35250
밀립,대전 서구 갈마동 1026,대전 서구 대덕대로159번길 20 (갈마동),35271
뼈다귀해장국,대전 서구 탄방동 1210,대전 서구 문정로150번길 19 (탄방동),35252
이어도,대전 서구 둔산동 915,대전 서구 청사로 228 (둔산동),35209
이비가짬뽕,대전 서구 월평동 940,대전 서구 월평중로3번길 12 (월평동),35225
명옥헌삼대진곰탕,대전 서구 괴정동 423-15,대전 서구 도산로369번길 66 (괴정동),35299
본도시락,대전 서구 둔산동 1471,대전 서구 둔산로137번길 27 (둔산동),35240
한밭순대,대전 서구 괴정동 80-6,대전 서구 도솔로 330 (괴정동),35295
신아지트족발호프,대전 서구 탄방동 693,대전 서구 계룡로553번안길 29 (탄방동),35262
라면타임,대전 서구 도마동 172-13,대전 서구 도산로 61 (도마동),35335
은행나무집,대전 서구 용문동 212-19,대전 서구 도솔로499번길 33 (용문동),35309
짬뽕명가상하이,대전 서구 변동 62-48,대전 서구 도마로 75 (변동),35316
오래된이야기,대전 서구 갈마동 1438,"대전 서구 대덕대로168번길 26 (갈마동, 동원빌딩)",35265
써니팝,대전 서구 둔산동 1102-1,대전 서구 대덕대로185번길 41 (둔산동),35230
지코바치킨,대전 서구 변동 47-22,대전 서구 변동로 72-1 (변동),35316
만빈각,대전 서구 가장동 51-10,대전 서구 괴정로166번길 35 (가장동),35312
신도안막골전골마당,대전 서구 정림동 15-15,대전 서구 계백로1286번길 17 (정림동),35394
비산비야,대전 서구 관저동 1088,대전 서구 관저로 129 (관저동),35378
비즈,대전 서구 둔산동 921,"대전 서구 둔산중로 138 (둔산동, 주은오피스텔)",35209
피자스쿨 대전만년점,대전 서구 만년동 267,대전 서구 만년남로 7 (만년동),35200
이가식당,대전 서구 둔산동 1939,대전 서구 둔산남로179번길 16 (둔산동),35250
벌떼식당,대전 서구 갈마동 995,대전 서구 갈마중로37번길 14 (갈마동),35271
열린참치,대전 서구 둔산동 1963,대전 서구 둔산로218번길 16 (둔산동),35250
낙지한마당,대전 서구 탄방동 1250,대전 서구 남선로 55 (탄방동),35252
은화수식당,대전 서구 둔산동 1008,"대전 서구 둔산로31번길 38 (둔산동, 우전빌딩)",35229
우리동네삼겹살,대전 서구 관저동 1061,대전 서구 관저로129번길 28-3 (관저동),35378
더쿡샵,대전 서구 둔산동 1805,"대전 서구 둔산북로 215 (둔산동, 가람아파트)",35244
주식회사 대게킹,대전 서구 만년동 284,대전 서구 대덕대로 370 (만년동),35203
요크,대전 서구 도마동 333-31,대전 서구 배재로 101 (도마동),35347
영동식당,대전 서구 괴정동 427-1,대전 서구 용문로 41-10 (괴정동),35299
그고깃집,대전 서구 월평동 289,대전 서구 한밭대로707번길 27 (월평동),35220
둔산주먹구이,대전 서구 갈마동 827,대전 서구 갈마역로 21 (갈마동),35231
한고을막창촌돼지,대전 서구 만년동 238,대전 서구 만년로22번길 34 (만년동),35200
한라참치,대전 서구 탄방동 855,대전 서구 탄방로7번길 36 (탄방동),35256
도심속의작은정원,대전 서구 둔산동 1472,"대전 서구 둔산중로64번길 33 (둔산동, 태성빌딩)",35240
별들의고향,대전 서구 탄방동 1039,대전 서구 탄방로7번길 105 (탄방동),35255
페리카나갈마동지점,대전 서구 갈마동 378-11,대전 서구 갈마로 60 (갈마동),35277
멕시카나 도마점,대전 서구 도마동 123-9,대전 서구 사마1길 49 (도마동),35334
브로스비어 둔산점,대전 서구 둔산동 1008-1,"대전 서구 둔산로31번길 34 (둔산동, 로데오빌딩)",35229
네네치킨,대전 서구 만년동 256,대전 서구 만년남로11번길 13 (만년동),35200
놀이터,대전 서구 만년동 320,대전 서구 만년로67번길 18-25 (만년동),35203
노루벌가든,대전 서구 흑석동 531-6,대전 서구 노루벌1길 141 (흑석동),35427
아끼스시,대전 서구 둔산동 1271,대전 서구 둔산로 69 (둔산동),35233
연타발,대전 서구 만년동 320,대전 서구 만년로67번길 18-25 (만년동),35203
카페로코코 본점,대전 서구 둔산동 1450,대전 서구 둔산중로46번길 38 (둔산동),35241
비비큐월평점,대전 서구 월평동 227,대전 서구 대덕대로335번길 23 (월평동),35213
비비큐치킨점,대전 서구 갈마동 1392,대전 서구 대덕대로112번길 64 (갈마동),35266
백암이내순대,대전 서구 월평동 868,대전 서구 월평중로 7 (월평동),35225
홍두깨 해물.굴.칼국수,대전 서구 월평동 227,대전 서구 대덕대로335번길 23 (월평동),35213
꼬마닭갈비,대전 서구 갈마동 310-1,대전 서구 계룡로 382-7 (갈마동),35270
비에이치씨치킨선사유적지점,대전 서구 월평동 262,대전 서구 청사서로 40 (월평동),35214
기적소리,대전 서구 우명동 9,대전 서구 벌곡로 161 (우명동),35423
미왕만두요리전문점,대전 서구 탄방동 617,대전 서구 계룡로509번길 35 (탄방동),35261
공주식당,대전 서구 용문동 243-3,대전 서구 계룡로649번길 25 (용문동),35307
페리카나관저2체인,대전 서구 관저동 1137-1,대전 서구 관저로 47 (관저동),35371
페리카나탄방점 식당,대전 서구 탄방동 804,대전 서구 탄방로 25 (탄방동),35256
아줌마식당,대전 서구 정림동 18-15,대전 서구 계백로1300번길 41 (정림동),35395
발렌타인,대전 서구 월평동 868,대전 서구 월평중로 7 (월평동),35225
아이리스,대전 서구 둔산동 1064,"대전 서구 대덕대로185번길 30 (둔산동, 명성빌딩)",35230
갤러리맥주창고,대전 서구 둔산동 1427,대전 서구 둔산남로 97 (둔산동),35241
참치병장,대전 서구 월평동 514,대전 서구 월평로 57 (월평동),35222
독보적 김치찜,대전 서구 도마동 41-12,대전 서구 도마로 54-3 (도마동),35333
난타,대전 서구 변동 11-8,대전 서구 중반5길 12 (변동),35317
춘천닭갈비,대전 서구 월평동 231,대전 서구 대덕대로335번길 39 (월평동),35213
대구아구찜,대전 서구 변동 7-15,대전 서구 중반6길 89 (변동),35318
낙원,대전 서구 가수원동 784-3,대전 서구 가수원로 53 (가수원동),35390
동수식당,대전 서구 괴정동 423-10,대전 서구 도산로369번길 56 (괴정동),35299
시골집 추어탕,대전 서구 도마동 565-63,대전 서구 도림4길 36 (도마동),35340
거두리시래기감자탕,대전 서구 만년동 355,대전 서구 둔산대로117번길 29 (만년동),35203
투다리갤러리아점,대전 서구 갈마동 834,대전 서구 갈마역로 11 (갈마동),35231
경성화로,대전 서구 월평동 507,대전 서구 월평로 47 (월평동),35222
카페프랜드,대전 서구 도마동 50-8,대전 서구 도마로 8 (도마동),35337
페리카나내동점,대전 서구 내동 160-19,대전 서구 동서대로 977 (내동),35285
멕시카나 둔산샘머리점,대전 서구 둔산동 908,"대전 서구 청사로 281 (둔산동, 샘머리아파트2단지)",35205
스타일,대전 서구 둔산동 1980,대전 서구 둔산남로189번길 19 (둔산동),35250
대감댁 왕뼈 해장국,대전 서구 갈마동 404-2,"대전 서구 갈마로117번길 23 (갈마동, 광도푸른아파트)",35273
용문짚불삼겹살,대전 서구 용문동 275-24,대전 서구 도산로 333 (용문동),35301
엔돌핀포차,대전 서구 탄방동 1103,대전 서구 탄방로7번길 114 (탄방동),35255
달밤애,대전 서구 월평동 684-2,대전 서구 월평로 76 (월평동),35224
완미족발 대전갈마점,대전 서구 갈마동 363-19,대전 서구 신갈마로 160 (갈마동),35277
과메기앤홍탁,대전 서구 괴정동 46-3,대전 서구 도솔로 367 (괴정동),35269
미진식당,대전 서구 둔산동 1440,대전 서구 둔산중로40번길 28 (둔산동),35241
다사랑치킨피자,대전 서구 월평동 278,대전 서구 청사로123번길 21 (월평동),35214
진지방,대전 서구 만년동 301,대전 서구 대덕대로 408 (만년동),35203
도큐하우스,대전 서구 월평동 262,대전 서구 청사서로 40 (월평동),35214
묵은지제육백반,대전 서구 둔산동 967,"대전 서구 둔산북로 22 (둔산동, 둔산라이프종합상가)",35229
페리카나문정체인,대전 서구 둔산동 1972,대전 서구 둔산로218번길 29 (둔산동),35250
블랙홀,대전 서구 월평동 278,대전 서구 청사로123번길 21 (월평동),35214
배재촌삼겹살,대전 서구 도마동 120-12,대전 서구 도솔5길 6 (도마동),35338
어른의집 대전둔산점,대전 서구 둔산동 1105,"대전 서구 대덕대로185번길 25 (둔산동, 진우빌딩)",35230
3000냥해장국,대전 서구 도마동 129-32,대전 서구 도마4길 3 (도마동),35332
놀부부대찌개&철판구이,대전 서구 둔산동 1281,대전 서구 둔산로51번길 16 (둔산동),35233
예정,대전 서구 갈마동 1392,대전 서구 대덕대로112번길 64 (갈마동),35266
최가네꼬마김밥,대전 서구 변동 50-12,대전 서구 도산로 187 (변동),35322
매일반점,대전 서구 도마동 101-27,대전 서구 사마1길 16 (도마동),35334
한마음정육식당,대전 서구 월평동 225,대전 서구 대덕대로335번길 13 (월평동),35213
치킨플러스,대전 서구 월평동 374,대전 서구 월평로13번길 38 (월평동),35221
몰디브,대전 서구 둔산동 1105-1,대전 서구 대덕대로185번길 23 (둔산동),35230
텃밭,대전 서구 평촌동 301-18,"대전 서구 돌마루길 78 (평촌동, 텃밭)",35425
성가네콩나물밥,대전 서구 둔산동 1033,대전 서구 대덕대로 223 (둔산동),35229
석갈비고기냉면 진미면옥,대전 서구 갈마동 378-7,대전 서구 신갈마로 152 (갈마동),35277
게다,대전 서구 둔산동 1485,대전 서구 둔산중로58번길 49 (둔산동),35240
우가네칼국수전문점,대전 서구 변동 46-17,대전 서구 변동로 92 (변동),35316
