name,jibun_Address,road_Address,postcode
평화갈비,대전 중구 중촌동 12-6 1층 ,"대전 중구 목중로26번길 51, 1층 (중촌동)",34812
빠라삐리뽀,대전 중구 옥계동 16-1 (1층) ,"대전 중구 대종로 109, 1층 (옥계동)",35068
수리비어,대전 중구 부사동 151-24 (1층) ,"대전 중구 사득로 4-1 (부사동,(1층))",35047
다시돌아온옥이네,대전 중구 옥계동 149-17 (1층) ,"대전 중구 대종로 50 (옥계동,(1층))",35040
마숑(유천점),대전 중구 유천동 325-3 (1층) ,대전 중구 계백로1565번길 35 (유천동),34891
대웅식당,대전 중구 태평동 409-2 (1층) ,"대전 중구 동서대로1194번길 7-18 (태평동,(1층))",34884
우리식당,대전 중구 사정동 387-7 (1층) ,"대전 중구 대둔산로 318 (사정동,(1층))",35057
토라야마2식당,대전 중구 대흥동 222 2층 ,"대전 중구 중앙로130번길 41, 2층 (대흥동)",34915
대동집대전대흥점,"대전 중구 대흥동 227 ,228(1층) ","대전 중구 중앙로130번길 35 (대흥동,,228(1층))",34915
철길부산집대흥점,대전 중구 대흥동 491-4 (1층) ,"대전 중구 중앙로122번길 18 (대흥동,(1층))",34912
더스타일바식당,대전 중구 유천동 324-24 (2층) ,"대전 중구 태평로26번길 7 (유천동,(2층))",34887
점순이호떡카페,"대전 중구 대흥동 630 지하상가 D나46,D나47 ","대전 중구 중앙로 지하 145, 지하상가 D나46,D나47호 (대흥동)",34838
고봉민김밥인목동점,대전 중구 중촌동 16-10 제일프라자 206호 ,"대전 중구 목중로 50, 2층 206호 (중촌동, 제일프라자)",34812
차이나홀릭,대전 중구 유천동 316-4 (1층) ,"대전 중구 태평로44번길 16 (유천동,(1층))",34887
라니포차,대전 중구 선화동 242-1 (1층) ,"대전 중구 선화로 130 (선화동,(1층))",34836
숙이네,대전 중구 중촌동 71-7 (1층) ,"대전 중구 대전천서로 661 (중촌동,(1층))",34803
솥뚜껑삼겹살,대전 중구 대흥동 225-6 (1층) ,"대전 중구 중앙로130번길 37-9 (대흥동,(1층))",34915
프렌즈메이커,대전 중구 산성동 37-1 우성아파트 1차 상가동 104호,"대전 중구 당디로 45, 104호 (산성동, 우성아파트 1차 상가동)",34997
동네방네,대전 중구 산성동 97-9 (1층) ,"대전 중구 대둔산로 407-16 (산성동,(1층))",34989
선화동한가네닭발(본점),대전 중구 선화동 25 (1층) ,"대전 중구 중앙로121번길 26, 1층 (선화동)",34838
장수왕족발,대전 중구 문창동 365-14 (1층) ,"대전 중구 보문로 28-1 (문창동,(1층))",35030
통불대전오류점,대전 중구 오류동 171-21 (1층) ,"대전 중구 계룡로874번길 102 (오류동,(1층))",34910
쌍둥이네,대전 중구 오류동 163-25 (1층) ,대전 중구 계룡로882번길 84 (오류동),34909
정이가,대전 중구 중촌동 100-10 (1층) ,대전 중구 중촌로28번길 24 (중촌동),34812
돈가숯불갈비,"대전 중구 유천동 188-16 ,10-39(1층) ","대전 중구 계백로1615번길 50, 1층 (유천동)",34897
행운,대전 중구 대사동 169-12 (1층) ,"대전 중구 보문로 121, 1층 (대사동)",35045
뒷돈,대전 중구 부사동 151-11 (1층) ,"대전 중구 보문로 61, 1층 (부사동)",35047
구일대패중촌점,대전 중구 중촌동 18-3 (1층) ,"대전 중구 목중로26번길 43, 1층 (중촌동)",34812
부타우동,대전 중구 유천동 324-5 (1층) ,"대전 중구 계백로1565번길 45, 1층 (유천동)",34887
공주칼국수쭈꾸미구이서대전점,대전 중구 문화동 1-108 (1층) ,"대전 중구 계룡로918번길 23, 1층 (문화동)",34964
시월애,대전 중구 부사동 134-2 (1층) ,"대전 중구 보문로68번길 37, 1층 (부사동)",35023
유천해신물갈비,대전 중구 유천동 202-13 1층 ,"대전 중구 유천로 88, 1층 (유천동)",34897
짬뽕황제,대전 중구 용두동 130-10 1층 ,"대전 중구 계룡로771번길 19, 1층 (용두동)",34823
춘자네추어탕,대전 중구 사정동 395-4 1층 ,"대전 중구 대둔산로 310-5, 1층 (사정동)",35057
조선일등해장국,대전 중구 선화동 43-1 1층 ,"대전 중구 대종로505번길 35, 1층 (선화동)",34838
진칼국수,대전 중구 유천동 200-20 1층 ,"대전 중구 계백로1615번길 65, 1층 (유천동)",34897
술딴지,대전 중구 산성동 97-9 1층 ,"대전 중구 대둔산로 407-16, 1층 (산성동)",34989
참치아울렛딜리버리,대전 중구 태평동 366-4 1층 ,"대전 중구 태평로 131, 1층 (태평동)",34879
우리동네돼지집,대전 중구 용두동 20-2 1층 ,"대전 중구 중앙로13번길 49, 1층 (용두동)",34868
춘리마라탕대흥점,대전 중구 대흥동 455-2 1층 ,"대전 중구 대흥로121번길 25, 1층 (대흥동)",34918
리원,대전 중구 중촌동 398-8 1층 ,"대전 중구 동서대로 1435-1, 1층 (중촌동)",34813
시민칼국수,대전 중구 문화동 1-166 1층 ,"대전 중구 대흥로10번길 5, 1층 (문화동)",34945
에스앤케이,대전 중구 유천동 303-18 1층 ,"대전 중구 문화로105번길 107, 1층 (유천동)",34974
두루치기&샐바,대전 중구 산성동 37-1 우성아파트 1차 상가동 102호,"대전 중구 당디로 45, 우성아파트 1차상가동 102호 (산성동)",34997
매머드익스프레스대전대흥점,대전 중구 대흥동 466-7 1층 ,"대전 중구 중교로 29, 1층 (대흥동)",34916
동경디저트,대전 중구 산성동 281-7 1층 ,"대전 중구 보문산로63번길 5, 1층 (산성동)",35012
청호수산포차,대전 중구 유천동 322-1 현암에버드림아파트 ,"대전 중구 태평로44번길 27, 1층 134-137호 (유천동, 현암에버드림아파트)",34887
샌드엔카롱(SANDandCARON),대전 중구 대흥동 521-1 1층 ,"대전 중구 중앙로 72, 1층 (대흥동)",34940
부뚜막,대전 중구 사정동 401 4층 ,"대전 중구 대둔산로 306, 4층 (사정동)",35057
커피,대전 중구 유천동 273-1 101호,"대전 중구 문화로105번안길 21, 1층 101호 (유천동)",34984
여유만만,대전 중구 대흥동 912 센트럴자이 1단지 상가B동 B101호,"대전 중구 충무로107번길 100, B101호 (대흥동, 센트럴자이 1단지 상가B동)",34933
핀포인트,대전 중구 오류동 170-5 1층 108호 ,"대전 중구 오류로 13-10, 1층 108호 (오류동)",34906
페리카나산성점,대전 중구 산성동 298-1 1층 ,"대전 중구 보문산로 78, 1층 (산성동)",35055
또봉이통닭,대전 중구 호동 26-23 1층 ,"대전 중구 대종로 132, 1층 (호동)",35038
대흥선수촌,대전 중구 대흥동 212-3 3층 ,"대전 중구 보문로260번길 45, 3층 (대흥동)",34913
대흥마루,대전 중구 대흥동 43-2 1층 ,"대전 중구 인창로 9, 1층 (대흥동)",34928
강남교자칼국수대전대흥점,대전 중구 대흥동 459-3 2층 ,"대전 중구 중교로 41, 2층 (대흥동)",34916
윤치킨포차,대전 중구 유천동 204-5 1층 ,"대전 중구 계백로1603번길 38, 1층 (유천동)",34900
애플꼬마김밥문화점,대전 중구 문화동 1-90 1층 ,"대전 중구 계룡로918번길 32, 1층 (문화동)",34955
한우포차,대전 중구 태평동 375-1 1층 ,"대전 중구 태평로 122-1, 1층 (태평동)",34881
카페감성레트로,대전 중구 유천동 180-4 1층 ,"대전 중구 유천로48번길 38, 1층 (유천동)",34967
미미당대전문화점,대전 중구 유천동 139-58 1층 ,"대전 중구 계백로1618번길 91, 1층 (유천동)",34969
분식쌀롱,대전 중구 오류동 73-1 스카이팰리스 1층 103동 108호,"대전 중구 오류로 31, 스카이팰리스 103동 1층 108호 (오류동)",34906
에그그,대전 중구 은행동 53-4 1층 ,"대전 중구 대종로480번길 39, 1층 (은행동)",34922
딜리버리넘버원,대전 중구 오류동 189-6 1층 101호,"대전 중구 오류로 102, 1층 101호 (오류동)",34872
대단한커피앤탕후루목동선화점,대전 중구 목동 94 1층 ,"대전 중구 목동로 23-1, 1층 (목동)",34825
자미당대전태평점,대전 중구 태평동 379-5 1층 ,"대전 중구 태평로 95, 1층 (태평동)",34884
엠브로쿠킹랩목동선화점,대전 중구 목동 115-24 1층 ,"대전 중구 목동로 4, 1층 (목동)",34815
탕화쿵푸마라탕오류문화점,대전 중구 오류동 158-12 1층 ,"대전 중구 계백로 1705-20, 1층 (오류동)",34909
아싸라비야매운떡볶이,대전 중구 유천동 202-26 1층 ,"대전 중구 유천로 102, 1층 (유천동)",34897
예빈이네,대전 중구 유천동 168-61 1층 ,"대전 중구 유천로 12, 1층 (유천동)",34971
대소해장국,대전 중구 문창동 2-1 1층 ,"대전 중구 충무로 174, 1층 (문창동)",35024
낭만상점,대전 중구 용두동 27-11 1층 ,"대전 중구 동서대로1352번길 86, 1층 (용두동)",34858
육회왕자연어공주대흥점,대전 중구 대흥동 212-2 2층 ,"대전 중구 보문로262번길 44, 2층 (대흥동)",34913
러스티(Rusty),대전 중구 오류동 170-1 오성빌딩 1층 ,"대전 중구 오류로 19, 오성빌딩 1층 (오류동)",34906
잇투데이선화점(EatTodayseonhwa),"대전 중구 선화동 409-4 1,2층 ","대전 중구 선화서로 55-1, 1,2층 (선화동)",34861
청년다방태평점,대전 중구 유천동 326-8 1층 ,"대전 중구 태평로 18, 1층 (유천동)",34891
2억포차,대전 중구 유천동 304-3 1층 ,"대전 중구 계백로1584번길 10, 1층 (유천동)",34974
부리또리목동점,대전 중구 목동 122-3 1층 ,"대전 중구 동서대로1365번길 6, 1층 (목동)",34826
맘스푸드(MomsFood),대전 중구 문창동 33-25 1층 ,"대전 중구 문창로 110, 1층 (문창동)",34929
아방고기국수국밥,대전 중구 유천동 325-14 2층 ,"대전 중구 태평로14번길 21-6, 2층 (유천동)",34891
봉추찜닭대전은행동점,대전 중구 은행동 170-45 2층 ,"대전 중구 중앙로156번길 41-12, 2층 (은행동)",34924
리틀포레스트,대전 중구 침산동 63 1층 ,"대전 중구 산서로 426, 1층 (침산동)",35086
써니,대전 중구 유천동 324-1 4층 ,"대전 중구 태평로 38, 4층 (유천동)",34887
부사정거장,대전 중구 부사동 130-13 1층 ,"대전 중구 보문로 70-1, 1층 (부사동)",35023
두마리찜닭두찜유천점,대전 중구 유천동 10 현대아파트 현대상가1차 107호,"대전 중구 계백로1615번길 34, 현대상가1차동 1층 107호 (유천동, 현대아파트)",34899
곰수산대흥점,대전 중구 대흥동 98-1 1층 ,"대전 중구 대전천서로 415, 1층 (대흥동)",34927
해피김치찜,대전 중구 유천동 317-56 1층 ,"대전 중구 태평로44번길 38, 1층 (유천동)",34887
물총칼국수앤수육,대전 중구 태평동 265-26 1층 ,"대전 중구 수침로55번길 22, 1층 (태평동)",34893
포커브로스,대전 중구 대흥동 216-4 5층 ,"대전 중구 보문로260번길 66, 5층 (대흥동)",34915
불백기념일,대전 중구 대흥동 93-1 주2 1층 ,"대전 중구 대흥로169번길 15, 1층 (대흥동)",34927
백채김치찌개대전중구점,대전 중구 대흥동 521-4 2층 ,"대전 중구 선화서로 7, 2층 (대흥동)",34940
크라운호프(대전태평점),대전 중구 유천동 325-1 1층 ,"대전 중구 태평로26번길 14, 1층 (유천동)",34891
백돈중구점,대전 중구 태평동 263-12 1층 ,"대전 중구 수침로 70, 1층 (태평동)",34894
비비큐대전용두선화점,대전 중구 용두동 12-1 1층 112호,"대전 중구 중앙로 23-17, 1층 112호 (용두동)",34870
두마리찜닭두찜서대전점,대전 중구 문화동 1-31 하우스토리2차 1층 103호,"대전 중구 계룡로 922, 1층 103호 (문화동, 하우스토리2차)",34964
언더웨이브 카페&보드샵,대전 중구 대사동 248-591 1층 ,"대전 중구 대흥로10번길 33, 1층 (대사동)",34946
강선생꼬마김밥,대전 중구 선화동 192-26 1층 ,"대전 중구 보문로337번길 21, 1층 (선화동)",34846
도로시파스타연정중구점,대전 중구 유천동 181-4 1층 ,"대전 중구 계백로1618번길 30, 1층 (유천동)",34966
쿠잉,대전 중구 문화동 7-9 1층 ,"대전 중구 보문산로365번길 42, 1층 (문화동)",35016
김충기꽃삼겹,대전 중구 오류동 164-12 1층 ,"대전 중구 계백로 1691-10, 1층 (오류동)",34909
피자는치즈빨,대전 중구 용두동 13-13 1층 ,"대전 중구 중앙로 15-1, 1층 (용두동)",34870
유성닭발태평점,대전 중구 유천동 323-12 1층 ,"대전 중구 계백로1565번길 60, 1층 (유천동)",34887
옐로우식탁,대전 중구 오류동 73-1 서대전역 우방아이유쉘 스카이팰리스 103동 103호,"대전 중구 오류로 31, 103동 103호 (오류동, 서대전역 우방아이유쉘 스카이팰리스)",34906
유셰프오늘밥상,대전 중구 유천동 336-1 1층 ,"대전 중구 대둔산로 530, 1층 (유천동)",34978
역전우동0410 대전태평점,대전 중구 유천동 324-7 1층 ,"대전 중구 태평로 32, 1층 (유천동)",34887
막걸리한잔,대전 중구 대흥동 295-13 1층 ,"대전 중구 테미로 34, 1층 (대흥동)",34948
보문산식후경,대전 중구 태평동 329-2 3동 106호,"대전 중구 유천로132번길 21-36, 3동 106호 (태평동)",34892
떡군이네떡볶이대전중구점,대전 중구 선화동 283 1층 104호,"대전 중구 대종로517번길 61, 1층 104호 (선화동)",34839
신들의정원,대전 중구 유천동 198-1 D동 5호 ,"대전 중구 평촌로 100, D동 5호 (유천동)",34897
바베큐,대전 중구 대흥동 240-81 1층 ,"대전 중구 충무로 16, 1층 (대흥동)",35041
시영식당,대전 중구 유천동 217-46 1층 ,"대전 중구 계백로1584번길 43, 1층 (유천동)",34973
다차림,대전 중구 선화동 147-1 2층 ,"대전 중구 대종로 591, 2층 (선화동)",34840
달빛호프,대전 중구 유천동 322-1 현암에버드림아파트 126호,"대전 중구 태평로44번길 27, 1층 126호 (유천동, 현암에버드림아파트)",34887
하누이야기,대전 중구 대사동 198-64 2층 ,"대전 중구 보문산공원로 488, 2층 (대사동)",35052
도야족발보쌈,대전 중구 오류동 158-12 2층 ,"대전 중구 계백로 1705-20, 2층 (오류동)",34909
생생족족,대전 중구 용두동 12-2 B동 1층 ,"대전 중구 계룡로881번길 53, B동 1층 (용두동)",34870
다정식당2,대전 중구 대사동 198-138 2층 ,"대전 중구 보문산공원로 496, 2층 (대사동)",35052
두마리찜닭두찜대전대흥점,대전 중구 선화동 283 1층 112호 일부 ,"대전 중구 대종로517번길 61, 1층 112호 (선화동)",34839
한마음정육식당(유천점),대전 중구 유천동 307-3 테마빌딩 1층 ,"대전 중구 계백로1565번길 1, 테마빌딩 1층 (유천동)",34891
달달한밤부엌(대흥점),대전 중구 대흥동 204-5 1층 ,"대전 중구 보문로268번길 39, 1층 (대흥동)",34914
고급양식,대전 중구 태평동 409-45 1층 ,"대전 중구 태평로93번길 38, 1층 (태평동)",34884
델루나,대전 중구 유천동 325-1 2층 ,"대전 중구 태평로26번길 14, 2층 (유천동)",34891
알통치킨강정 대전1호점,대전 중구 용두동 25-16 1층 ,"대전 중구 선화로12번길 15, 1층 (용두동)",34868
로드(LORD),대전 중구 대흥동 97-15 2층 ,"대전 중구 대흥로175번길 8, 2층 (대흥동)",34927
성돈,대전 중구 문화동 479-33 1층 ,"대전 중구 천근로28번길 5, 1층 (문화동)",35004
세컨디포레스트대전은행점,대전 중구 은행동 170-23 1층 ,"대전 중구 중앙로164번길 50, 1층 (은행동)",34924
초밥만태평점,대전 중구 태평동 395-1 삼부프라자 1층 ,"대전 중구 태평로 71, 삼부프라자 1층 (태평동)",34885
오룡7번구역,대전 중구 용두동 99-16 1층 ,"대전 중구 용두로 58, 1층 (용두동)",34855
메가엠지씨커피대전은행로데오점,대전 중구 은행동 166-1 1층 ,"대전 중구 대종로480번길 16, 1층 (은행동)",34924
쿠잉(COOING),대전 중구 대흥동 3-10 1층 ,"대전 중구 대흥로175번길 34, 1층 (대흥동)",34926
가마치통닭서대전점,대전 중구 오류동 73-1 서대전역 우방아이유쉘 스카이팰리스 103동 104-1호,"대전 중구 오류로 31, 103동 104-1호 (오류동, 서대전역 우방아이유쉘 스카이팰리스)",34906
커피향,대전 중구 문창동 30-11 1층 ,"대전 중구 문창로 121, 1층 (문창동)",34928
유천포장마차,대전 중구 유천동 217-46 1층 ,"대전 중구 계백로1584번길 43, 1층 (유천동)",34973
작전기지,대전 중구 대흥동 466-8 2층 ,"대전 중구 중교로 27-1, 2층 (대흥동)",34916
김떡순,대전 중구 대흥동 211 1층 ,"대전 중구 보문로260번길 43, 1층 (대흥동)",34913
플레이트,대전 중구 사정동 494-4 쌍림빌딩 1층 ,"대전 중구 산서로 38-1, 쌍림빌딩 1층 (사정동)",35074
소소떡볶이대전유천점,대전 중구 유천동 209-23 1층 ,"대전 중구 계백로 1587-1, 1층 (유천동)",34891
올바른찬,대전 중구 오류동 164-12 1층 ,"대전 중구 계백로 1691-10, 1층 (오류동)",34909
족발의정석중구점,대전 중구 유천동 313-1 2층 ,"대전 중구 계백로1571번길 38-22, 2층 (유천동)",34887
온도,대전 중구 선화동 35 1층 103호,"대전 중구 대종로505번길 28, 1층 103호 (선화동)",34838
코르크,대전 중구 대흥동 204-5 3층 ,"대전 중구 보문로268번길 39, 3층 (대흥동)",34914
서한갈비,대전 중구 유천동 198-17 1층 ,"대전 중구 유천로102번길 43, 1층 (유천동)",34897
오하요,대전 중구 선화동 286-6 1층 ,"대전 중구 중앙로109번길 7, 1층 (선화동)",34839
한잔해,대전 중구 옥계동 154-3 1층 ,"대전 중구 모암로7번길 168, 1층 (옥계동)",35076
아시안빌리어즈비스트바,대전 중구 대흥동 129-1 3층 ,"대전 중구 대흥로165번길 25, 3층 (대흥동)",34925
쌈마이대패,대전 중구 산성동 281-16 1층 ,"대전 중구 대둔산로 402, 1층 (산성동)",35012
숨어있는집,대전 중구 용두동 20-20 1층 ,"대전 중구 선화로12번길 39, 1층 (용두동)",34868
오늘의밥,대전 중구 대사동 248-207 1층 ,"대전 중구 계룡로920번길 36, 1층 (대사동)",34964
멘야네코,대전 중구 은행동 76-21 2층 ,"대전 중구 중앙로164번길 49, 2층 (은행동)",34923
산수,대전 중구 문창동 391-8 지하1층 ,"대전 중구 보문로47번길 58, 지하1층 (문창동)",35034
하우스플래터(HAUSPLATTER),대전 중구 선화동 240-4 1층 ,"대전 중구 대종로529번길 34, 1층 (선화동)",34836
달밤포차,대전 중구 대흥동 245-2 1층 ,"대전 중구 중앙로122번길 31, 1층 (대흥동)",34915
아줌마돈까스산성점,대전 중구 사정동 494-1 1층 ,"대전 중구 산서로 34-1, 1층 (사정동)",35074
킴브로스대전중구점,대전 중구 선화동 878 1층 ,"대전 중구 중앙로 23-12, 1층 (선화동)",34867
아스타브런치카페,"대전 중구 유천동 187-16 벽산빌딩 102,103호 ","대전 중구 계백로 1625, 벽산빌딩 1층 102,103호 (유천동)",34899
전지적밥상시점대전점,대전 중구 오류동 179-2 1층 ,"대전 중구 오류로 66, 1층 (오류동)",34904
명품대패,대전 중구 태평동 381-39 태평크리닉 1층 101호(일부)102호(일부) ,"대전 중구 동서대로 1218, 태평크리닉 1층 101호(일부)102호(일부) (태평동)",34892
과일산다산성점,대전 중구 산성동 119-1 한밭가든아파트 114동 101호,"대전 중구 보문산로 31, 114동 101호 (산성동, 한밭가든아파트)",34990
임순남옥,대전 중구 대사동 71-8 1층 ,"대전 중구 보문로162번길 50, 1층 (대사동)",34937
윤이곱창집,대전 중구 대흥동 205-2 이화빌딩 1층 ,"대전 중구 중앙로 124, 이화빌딩 1층 (대흥동)",34913
향남식당,대전 중구 산성동 322-43 1층 ,"대전 중구 산성로 23, 1층 (산성동)",35011
설맥부사점,대전 중구 문창동 373-10 1층 ,"대전 중구 보문로 45, 1층 (문창동)",35033
조선명가,대전 중구 오류동 187-11 1층 ,"대전 중구 계룡로 814, 1층 (오류동)",34903
서대전생갈비,대전 중구 오류동 153-3 1층 ,"대전 중구 계룡로874번길 15, 1층 (오류동)",34909
"승진푸드,깻잎두마리치킨목동점",대전 중구 목동 111-12 금호한사랑아파트 상가동 146호,"대전 중구 동서대로 1388, 상가동 146호 (목동, 금호한사랑아파트)",34849
대손관대전서대전점,대전 중구 문화동 1-60 세이3 1층 ,"대전 중구 계백로 1712-1, 1층 (문화동)",34956
너티하우스,대전 중구 은행동 33-10 2층 ,"대전 중구 중앙로156번길 29, 2층 (은행동)",34921
싸리골추어탕,대전 중구 문화동 475-37 1층 ,"대전 중구 천근로20번길 21, 1층 (문화동)",35004
사랑7080라이브,대전 중구 부사동 260-1 2층 ,"대전 중구 대종로 275, 2층 (부사동)",35049
본조니(BONNEJOURNEE),대전 중구 선화동 158-12 1층 ,"대전 중구 선화서로130번길 28, 1층 (선화동)",34841
도마카포(DOMACAPO),대전 중구 은행동 65-8 1층 ,"대전 중구 중앙로170번길 23, 1층 (은행동)",34922
국대찜닭유천점,대전 중구 유천동 308-8 1층 102호(일부) ,"대전 중구 계백로 1567, 1층 102호 (유천동)",34891
윤이냉삼집,대전 중구 대흥동 205-2 이화빌딩 1층 ,"대전 중구 중앙로 124, 이화빌딩 1층 (대흥동)",34913
보영만두한화이글스파크점,대전 중구 부사동 209-1 한밭종합운동장 2층(1루내야측-7) ,"대전 중구 대종로 373, 한밭종합운동장 2층(1루내야측) (부사동)",35021
바른보쌈1990대전중구점,대전 중구 오류동 166-3 1층 ,"대전 중구 계룡로882번길 88, 1층 (오류동)",34909
타우커피,대전 중구 선화동 228-9 1층 ,"대전 중구 중앙로 111-1, 1층 (선화동)",34839
황후탕후루은행점,대전 중구 은행동 167 1층 ,"대전 중구 중앙로164번길 34, 1층 (은행동)",34924
바사삭후라이드,대전 중구 용두동 26-19 1층 ,"대전 중구 중앙로13번길 56, 1층 (용두동)",34868
굽네치킨은행선화점,대전 중구 선화동 283 1층 107호,"대전 중구 대종로517번길 61, 1층 107호 (선화동)",34839
도담푸드,대전 중구 태평동 329-2 1층 3동 103호,"대전 중구 유천로132번길 21-36, 3동 1층 103호 (태평동)",34892
폴레폴레,대전 중구 태평동 411-10 1층 ,"대전 중구 동서대로 1185, 1층 (태평동)",34880
이순신소국밥,대전 중구 오류동 153-9 1층 ,"대전 중구 계룡로882번길 22, 1층 (오류동)",34909
빅찹핫도그,대전 중구 부사동 209-1 한밭종합운동장 2층 22(A) ,"대전 중구 대종로 373, 한밭종합운동장 2층 (부사동)",35021
케이시켈리중촌점,대전 중구 중촌동 70-7 1층 ,"대전 중구 대종로692번길 25, 1층 (중촌동)",34803
죠샌드위치대전대흥점,대전 중구 대흥동 453-5 1층 ,"대전 중구 보문로230번길 47, 1층 (대흥동)",34918
영순카페,대전 중구 문창동 115-17 1층 ,"대전 중구 대전천서로 289-7, 1층 (문창동)",35029
지지미랑국수,대전 중구 문창동 120-29 1층 ,"대전 중구 보문로30번길 26, 1층 (문창동)",35029
피자나라치킨공주대전대흥점,대전 중구 대흥동 173-5 1층 ,"대전 중구 대종로 435, 1층 (대흥동)",34934
선데이파스타,대전 중구 대흥동 203-4 1층 ,"대전 중구 중앙로 134, 1층 (대흥동)",34914
화락바베큐치킨대전오류점,대전 중구 오류동 175-1 삼성아파트 상가동 116호,"대전 중구 계룡로 852, 상가동 116호 (오류동, 삼성아파트)",34907
숙덕숙덕,대전 중구 침산동 398-1 1층 ,"대전 중구 산서로 308, 1층 (침산동)",35072
탕화쿵푸마라탕목동선화점,대전 중구 선화동 156-5 1층 ,"대전 중구 선화서로 130, 1층 (선화동)",34841
히스피서대전점,대전 중구 오류동 157 오류동누리보듬아파트 1층 101호,"대전 중구 계백로 1709, 1층 101호 (오류동, 오류동누리보듬아파트)",34909
육칠이대전중구점,대전 중구 오류동 73-1 서대전역 우방아이유쉘 스카이팰리스 103동 101호,"대전 중구 오류로 31, 103동 101호 (오류동, 서대전역 우방아이유쉘 스카이팰리스)",34906
상신칼국수,대전 중구 유천동 204-5 1층 ,"대전 중구 계백로1603번길 38, 1층 (유천동)",34900
매일봄,대전 중구 대흥동 502-14 1층(501-2외2필지) ,"대전 중구 선화서로 4, 1층 (대흥동)",34940
드림김밥,대전 중구 선화동 161-2 현암에버드림아파트 1층 101호,"대전 중구 대종로 605, 1층 101호 (선화동, 현암에버드림아파트)",34840
카운트커피선화,대전 중구 선화동 62-2 1층 ,"대전 중구 중앙로 137, 1층 (선화동)",34838
그라미분식,대전 중구 문화동 284-26 1층 101호,"대전 중구 서문로 76, 1층 101호 (문화동)",35017
달강호박국수,대전 중구 태평동 333-23 ,"대전 중구 동서대로1250번길 10, 1층 (태평동)",34893
유천소머리국밥,대전 중구 유천동 208-12 1층 ,"대전 중구 유천로 84, 1층 (유천동)",34900
효성손칼국수,대전 중구 산성동 283-15 1층 ,"대전 중구 대둔산로414번길 22, 1층 (산성동)",35012
화채업자부사점,대전 중구 부사동 137-6 1층 ,"대전 중구 보문로 86, 1층 (부사동)",35023
선화휴게소,대전 중구 선화동 147-1 1층 ,"대전 중구 대종로 591, 1층 (선화동)",34840
봉오동순댓국,"대전 중구 대흥동 219-1 중앙로 센텀시티 1층 106,107,108호 ","대전 중구 중앙로138번길 48, 1층 106,107,108호 (대흥동, 중앙로 센텀시티)",34915
등촌샤브칼국수목동점,대전 중구 목동 82-7 1층 ,"대전 중구 목동로 61, 1층 (목동)",34818
천근소머리곰탕,대전 중구 문화동 475-46 천근종합상가 3호 1층 ,"대전 중구 천근로 22-1, 천근종합상가 3호 1층 (문화동)",35004
용두커피,대전 중구 대흥동 531-1 1층 ,"대전 중구 대흥로 40, 1층 (대흥동)",34943
햄돌이타코야끼,대전 중구 용두동 32-14 1층 ,"대전 중구 용두로 23, 1층 (용두동)",34857
피자나라치킨공주대전석교점,대전 중구 석교동 85-7 1층 ,"대전 중구 대종로 174, 1층 (석교동)",35037
어쩌다가맥,대전 중구 태평동 329-2 2동 1층 101호 ,"대전 중구 유천로132번길 21-34, 2동 1층 101호 (태평동)",34892
갈비탕,대전 중구 오류동 183-5 1층 ,"대전 중구 오류로 73-2, 1층 (오류동)",34901
호박꽃마차대전오류점,"대전 중구 오류동 151-22 (151-18,22) 1층 ","대전 중구 계룡로 880, 1층 (오류동)",34909
선화골,대전 중구 선화동 427-12 1층 ,"대전 중구 선화서로23번길 36, 1층 (선화동)",34860
공주식당,대전 중구 문화동 1-188 1층 ,"대전 중구 대흥로 7-5, 1층 (문화동)",34944
튀르키예케밥(TURKIYEKEBAB),대전 중구 은행동 52-1 1층 ,"대전 중구 대종로488번길 46, 1층 (은행동)",34922
브루잉풀,대전 중구 오류동 149-39 2층 ,"대전 중구 계룡로874번길 18, 2층 (오류동)",34908
하쿠류코쿠류,대전 중구 대흥동 452-69 1층 ,"대전 중구 대흥로111번길 42, 1층 (대흥동)",34918
엄마손한우내장탕,대전 중구 문화동 475-1 천근종합상가 ,"대전 중구 천근로 22, 천근종합상가 1층 6호 (문화동)",35004
계룡산장,대전 중구 유천동 285-59 1층 ,"대전 중구 당디로 72, 1층 (유천동)",34982
온반6번가,대전 중구 유천동 209-18 1층 ,"대전 중구 계백로1593번길 6, 1층 (유천동)",34891
카페봄,대전 중구 대흥동 183-5 1층 ,"대전 중구 대흥로139번길 34, 1층 (대흥동)",34920
낙수림,대전 중구 대흥동 182-3 1층 ,"대전 중구 대흥로139번길 28, 1층 (대흥동)",34920
더꾸닭꾸,대전 중구 대흥동 234-1 2층 ,"대전 중구 보문로260번길 48, 2층 (대흥동)",34915
더테이블(THETABLE),대전 중구 용두동 146-14 1층 ,"대전 중구 어덕마을로10번길 11-13, 1층 (용두동)",34822
신짜오베트남,대전 중구 부사동 100-4 1층 ,"대전 중구 문창로 17, 1층 (부사동)",35032
맞배집,대전 중구 대사동 233-29 지하1층~1층 ,"대전 중구 충무로 40, 지하1층~1층 (대사동)",35042
딜리시어스프라이중구점,대전 중구 용두동 26-6 1층 일부 ,"대전 중구 선화로 18, 1층 (용두동)",34868
푸줏간,대전 중구 옥계동 16-1 대광빌딩 1층 ,"대전 중구 대종로 109, 대광빌딩 1층 (옥계동)",35068
